OccurrenceID,GUID,Herbarium,Collection,Dataset,Accession,Catalog,Barcode,Other Catalog Numbers,Information Withheld,Basis of Record,Family,Accepted Name,Scientific Name,Notho Genus,Genus,Notho Species,Specific Epithet,Specific Authors,Infraspecific Rank,Notho Infraspecies,Infraspecific Epithet,Infraspecific Authors,Hybrid Symbol,2nd Notho Genus,2nd Genus,2nd Notho Species,2nd Specific Epithet,2nd Specific Authors,2nd Infraspecific Rank,2nd Notho Infraspecies,2nd Infraspecific Epithet,2nd Infraspecific Authors,Cultivar,Name Qualifier,Qualifier Position,Type Specimen?,Type Status,Specimen Notes,Phenology,Origin,Cultivated?,Imaged?,Site Number,Collector,Collector Number,Other Collectors,Day Collected,Month Collected,Year Collected,Verbatim Collection Date,Country,State or Province,County,Locality,Site Description,Verbatim Elevation,Minimum Elevation in Meters,Maximum Elevation in Meters,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks,,,,,,,,,,,,,,,
2707654,4648318a-cd82-4d11-abf1-64db39665b24,IDS,Vascular Plants,,2015.001,,IDS0036564,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,,N,Y,,Ray J. Davis,5637,,16,6,1963,,U.S.A.,Washington,Chelan,"Wenatchee Mts., Ingall's Peak.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
118589,e749ebab-936e-4b6a-a590-1464a1808c35,WTU,Vascular Plants,,216494,,WTU-V-079375,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,A. R. Kruckeberg,5077,,10,7,1960,,U.S.A.,Washington,Kittitas,"Between Standup and Bean Creeks, surmounted by Earl Peak; North Fork Teanaway River drainage.",High ridge; on serpentine-peridotite parent material.,,,,,47.405199,-120.847264,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
118629,9934dc3a-53b3-4745-816e-32f52ace341f,WTU,Vascular Plants,,216541,,WTU-V-079391,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,"Deep violet-purple, lvs. essentially entire, stellate pubescent.",Flowers,Native,N,Y,,A. R. Kruckeberg,4980,,10,6,1960,,U.S.A.,Washington,Kittitas,"Camp Creek mining road turnoff, 1/8 mi. below Camp Creek. Upper Cle Elum River Valley.","Rocky flats of predominantly peridotite alluvium. Fairly open stand of lodgepole pine with Douglas fir, (scattered and stunted), some few individuals of subalpine fir, some few individuals of subalpine fir, yew, Juniperus communis; Vaccinium deliciosum, Sorbus occidentalis Chimaphila umbellata. Forbs: Fragaria virginica, Achillea lanulosa, Arenaria lateriflora, Phlox diffusa, Douglasia nivalis, Thlaspi alpestre, Castilleja elmeri?, Senecio pauperculus.",,,,,47.45579,-121.048406,Y,WGS 84,200,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
119025,e0818b23-612a-4a63-960f-1638cc527ef4,WTU,Vascular Plants,,216542,,WTU-V-079395,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis var. dentata,,Douglasia,,nivalis,,var.,,dentata,,,,,,,,,,,,,,,N,,,Flowers,,N,Y,,A. R. Kruckeberg,5015,,23,6,1960,,U.S.A.,Washington,Kittitas,Steep south facing open slope along trail to Koppen Peak via Johnson Creek. Slope extends to ridge overlooking N. fork Teanaway river. Near summit of talus along Koppen Mtn. Ridge.,"Sandstone parent material supporting open herb and shrub cover, esp. Archtostaphylos nevadensis and Pachystima. On open talus slope.",5000 ft.,1524,,T22N R15E S14 SW 1/4,47.3974,-120.9239,Y,NAD 27,805,Ben Legler,TRS2LL,,,,,,,,,,,,,,,,
119026,9e8e37d0-e549-403c-8b7d-71cc2525790a,WTU,Vascular Plants,,216492,,WTU-V-079394,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,"Deep reddish violet, lvs. entire, with stellate pubescence.",Flowers,Native,N,Y,,A. R. Kruckeberg,5069,,9,7,1960,,U.S.A.,Washington,Kittitas,"Just east of wooded ridge connecting Hakwins Mountain and Esmerelda Peaks, along De Roux-Boulder Creek trail, 200 yards east of and below Fortune Creek drainage.",Edge of raw serpentine outcrop.,,,,,47.47759,-121.043977,Y,WGS 84,5000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
118542,e5e8b422-c5c9-4910-ad1b-916d254b7e3f,WTU,Vascular Plants,,180216,,WTU-V-079437,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,"Corollas deep, reddish purple.",Flowers,Native,N,Y,,C. L. Hitchcock,20257,,13,7,1954,,U.S.A.,Washington,Kittitas,0.5 mile east of Fish Lake.,Gravel benches.,,,,,47.5245,-121.07345,Y,WGS 84,2000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
119028,50589555-a29a-4e62-af8f-61f0b2aedb77,WTU,Vascular Plants,,168028,,WTU-V-079396,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,C. L. Hitchcock,20306,,14,7,1954,,U.S.A.,Washington,Kittitas,"Circa 1/2 mile northwest of Mission Peak, Wenatchee Mountains.",Near melting snow.,6400 ft.,1951,,,47.289339,-120.44994,Y,WGS 84,500,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
4073383,5ae4cd69-90f1-4b3d-b9a9-7032451198be,WS,,,,230302,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Corollas deep reddish purple. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858179.,flowering and fruiting,,N,N,,C.L. Hitchcock,20257,,13,7,1954,7/13/54,United States,Washington,Kittitas,About .5 mile east of Fish Lake.,Gravel benches.,,,,,,,,,,,,,,,,,,,,,,,,,,,
118566,28c763b4-46b4-47d9-907c-be61ed891efc,WTU,Vascular Plants,,156796,,WTU-V-079408,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,A. R. Kruckeberg,2967,,24,6,1952,,U.S.A.,Washington,Kittitas,"About 1 mile below Scatter Creek, upper Cle Elum River.","On raw decomposing serpentine talus with scattered Tsuga Mertensiana-Douglas fir. Steep, open slope above unnamed Creek.",,,,,47.482495,-121.044727,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
4073376,9ca370fe-eb39-47b4-b5a7-3e9fa5d21899,WS,,,,206183,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858172.,flowering and fruiting,,N,N,,M.C. Huntley,924,,25,4,1952,4/25/52,United States,Washington,Kittitas,"7 miles E of Cle Elum, along RR track.",Gravelly soil.,,,,,47.195463,-120.788936,Y,,,,,,,,,,,,,,,,,,,,
4119100,84d01ba1-9f6a-41d2-85b2-6ed27840b20d,WS,,,,213413,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904951.,flowering and fruiting,,N,N,,A.R. Kruckeberg,2967,,24,6,1952,6/24/52,United States,Washington,Kittitas,"Above unnamed creek, about 1 mile below Scatter Creek, upper Cle Elum River.","Steep, open slope; on raw decomposing serpentine tauls with scattered Tsuga mertensiana-douglas fir.",,,,,47.177391,-120.995746,Y,,,,,,,,,,,,,,,,,,,,
4253558,{EF80352C-A47C-481E-87DA-242EADDC0D57},OSC,V,,,,,OSC107992,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://oregonflora.org/collections/individual/index.php?occid=1010148.,,,N,N,,Arthur R. Kruckeberg,2967,A.R. Kruckeberg,24,6,1952,,United States,Washington,Kittitas,"Above unnamed creek, about 1 mile below scatter creek, upper Cle Elum River.","On raw decomposing serpentine talus; steep, open slope. Douglas fir, Tsuga mertensiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
118615,6a236755-036a-457b-a604-07603cd09e39,WTU,Vascular Plants,,144847,,WTU-V-079389,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,s.n.,,,8,1951,,U.S.A.,Washington,Chelan,"High ridge between Fourth and Hardscrabble Creeks, Wenatchee Mountains.",In rocky scree below the toothlike projection on.,6000 ft.,1829,,,47.429451,-120.857094,Y,WGS 84,1000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
118635,1a86d9e1-4d66-478d-9ce8-9b9c18d27176,WTU,Vascular Plants,,184119,,WTU-V-079387,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Fruits,Native,N,Y,,H. D. Ripley,10899,R. C. Barneby,22,6,1951,,U.S.A.,Washington,Chelan,"Swakane Canyon, about 3 miles above confluence with Columbia River.",Loose gravelly soil of steep N. -facing grassy slopes among scattered yellow pines.,1600 ft.,488,,,47.570658,-120.341347,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
118492,ed73ae3d-0713-41ed-a9ed-5a581a8d6138,WTU,Vascular Plants,,149791,,WTU-V-079443,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,A. R. Kruckeberg,2618,,8,8,1950,,U.S.A.,Washington,Kittitas,Teanaway-Turnpike Basin Trail.,Dry exposed serpentine ridge.,6800 ft.,2073,,,47.422105,-120.8992,Y,WGS 84,2700,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
118634,2d1b07e3-74f7-461f-a1c3-ba6fb65a9342,WTU,Vascular Plants,,149792,,WTU-V-079390,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,A. R. Kruckeberg,2575,,5,8,1950,,U.S.A.,Washington,Kittitas,"Beverly Creek-Iron Peak Trail, along ridge of peridotite outcropping, north Fork Teanaway River Basin.",Summit.,,,,,47.40058,-120.883111,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
4073374,da99729d-7807-4324-a09c-cff364b656c4,WS,,,,212862,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858170.,flowering and fruiting,,N,N,,A.R. Kruckeberg,2575,,5,8,1950,8/5/50,United States,Washington,Kittitas,"Summit of Beverly Creek-Iron Peak Trail, N. Fk. Teanaway River Basin.",Along ridge of peridotite outcropping.,,,,,47.16722,-120.83472,Y,,,,,,,,,,,,,,,,,,,,
4073380,b7f7f9e4-b850-404e-85ef-41606a2abc62,WS,,,,212892,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858176.,flowering and fruiting,,N,N,,A.R. Kruckeberg,2618,,8,8,1950,8/8/50,United States,Washington,Kittitas,Teanaway River-Turnpike Basin Trail.,Dry exposed serpentine ridge.,,,,,47.16722,-120.83472,Y,,,,,,,,,,,,,,,,,,,,
4226273,{CCCDEBF3-BAFA-414A-AD54-53F975B1A468},OSC,V,,,,,OSC85209,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://oregonflora.org/collections/individual/index.php?occid=978166.,,,N,N,,Arthur R. Kruckeberg,2575,A.R. Kruckeberg,5,8,1950,,United States,Washington,Kittitas,"Summit of Beverly Creek-Iron Peak Trail, along ridge of perido-tite outcropping, N. Fk. Teanaway River Basin.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
119027,6cc89402-9293-4953-a8c1-5d00b355d03d,WTU,Vascular Plants,,169277,,WTU-V-079397,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,C. L. Hitchcock,19120,,25,6,1949,,U.S.A.,Washington,Kittitas,"Near top of divide between Johnson Creek and Jungle Creek, ca. [circa] 12 miles due north of Cle Elum.",Rocky open slope.,,,,,47.362029,-120.915235,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
4073375,fe7983a2-b50b-47cd-b0c2-245152b9e8a1,WS,,,,200131,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858171.,flowering and fruiting,,N,N,,C.L. Hitchcock,19120,,25,6,1949,6/25/49,United States,Washington,Kittitas,"Near top of divide between Johnson Creek and Jungle Creek, about 12 miles due north of Cle Elum.",Rocky open slope.,,,,,47.369268,-120.93806,Y,,,,,,,,,,,,,,,,,,,,
119017,24970ff5-c02e-4dbc-acf5-b3eabc409ae0,WTU,Vascular Plants,,125534,,WTU-V-079393,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Corollas bright red.,Flowers,Native,N,Y,,C. L. Hitchcock,17272,,15,6,1948,,U.S.A.,Washington,Chelan,"12 miles north of Cashmere, near top on east side of Chumstick Mountain; Wenatchee Mountains.",Among sagebrush in deep sandy loam.,,,,,47.65006,-120.44995,Y,WGS84,500,WTU Staff,Georeferenced,,,,,,,,,,,,,,,,
968614,191b8cfb-1c11-4542-897d-17e6f26efa55,ID,Vascular Plants,,9608,,ID101252,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Corollas bright red.,Flowers and Fruits,,N,Y,,C. L. Hitchcock,,,15,6,1948,,U.S.A.,Washington,Chelan,"12 miles N. of Cashmere; Wenatchee Mts., near top on east side of Chumstick Mt.",Sagebrush in deep dandy loam.,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073372,396cc74a-ca0f-49ac-980a-17b16a39ac23,WS,,,,186317,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858168.,flowering and fruiting,,N,N,,C.L. Hitchcock,17272,,15,6,1948,6/15/48,United States,Washington,Chelan,"12 miles North of Cashmere, near top of East side of Chunstick Mt, Wenatchee Mountains.",Among sagebrush in deep sandy loam.,,,,,47.696198,-120.46861,Y,,,,,,,,,,,,,,,,,,,,
4073316,a22c0de9-c15b-49c7-a86b-5e3ae72b3f8e,WS,,,,189047,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858112.,flowering and fruiting,,N,N,,Wm. A. Long,19,,9,7,1947,7/9/47,United States,Washington,Chelan,East side of Rat Creek Valley.,Dry sandy soil on exposed ledges.,,,,,47.54833,-120.75417,Y,,,,,,,,,,,,,,,,,,,,
4073371,5378715a-88c5-457b-8860-69f8af0f0d3c,WS,,,,189079,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858167.,flowering and fruiting,,N,N,,W.A. Long,1,,8,7,1947,7/8/47,United States,Washington,Chelan,Floor of Crystal Creek cirque.,"Moist, sandy soil.",,,,,47.44806,-120.81361,Y,,,,,,,,,,,,,,,,,,,,
4073381,cc870d80-be49-4e37-bedd-a1a3065de505,WS,,,,178938,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858177.,flowering and fruiting,,N,N,,George H. Ward,547,,8,7,1946,7/8/46,United States,Washington,Chelan,"South side of North Navarre, north side of Lake Chelan.",Steep mountain side.,,,,,47.83444,-120.01139,Y,,,,,,,,,,,,,,,,,,,,
118580,499783be-05e4-42f9-acba-ad0d02954f1d,WTU,Vascular Plants,,75313,,WTU-V-079406,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Corolla brilliant magenta-purple.,Flowers,Native,N,Y,,C. L. Hitchcock,7965,,6,7,1942,,U.S.A.,Washington,Kittitas,Ridge south of highest peak northeast of Fish lake; 30 miles nothwest of Cle Elum.,Crevices of serpentine rocks.,5600 ft.,1707,,,47.539229,-121.054749,Y,WGS 84,2000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
119030,66fee419-2234-453d-9668-03573cb465b0,WTU,Vascular Plants,,76198,,WTU-V-079398,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,C. L. Hitchcock,7952,,29,6,1942,,U.S.A.,Washington,Kittitas,"Fish Lake, 12 miles northeast of Salmon La Sac.",Open gravelly knoll.,,,,,47.51513,-121.06729,Y,WGS 84,1000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
4118246,545628c5-6d13-4975-8aee-83d4d16e6f65,WS,,,,101333,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904097.,flowering and fruiting,,N,N,,J. Howard Stephen,s.n.,,15,4,1940,4/15/40,United States,Washington,Chelan,Peshastin.,,,,,,47.57083,-120.60278,Y,,,,,,,,,,,,,,,,,,,,
4118247,8808a977-0192-4dd4-8249-b4b21181ea4e,WS,,,,101448,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904098.,flowering and fruiting,,N,N,,Kenneth F. Richardson,s.n.,,23,3,1939,3/23/39,United States,Washington,Douglas,"At foot of Pine Canyon, Orondo.","Steep, rocky, north hillside.",,,,,47.63667,-120.165,Y,,,,,,,,,,,,,,,,,,,,
118522,a73f95ac-fde0-4d94-90d9-5f811ba6fa8b,WTU,Vascular Plants,,292684,,WTU-V-079435,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Walter J. Eyerdam,1503,,23,5,1938,,U.S.A.,Washington,Kittitas,"Liberty, Swauk District.",Forming small tats on rocky ridge.,1000 ft.,305,,,47.25389,-120.66417,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
118560,2f8423d9-c653-4126-b73f-27827de36523,WTU,Vascular Plants,,45651,,WTU-V-079432,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,C. L. Hitchcock,3286,V. L. Marsh,1,5,1938,,U.S.A.,Washington,Kittitas,East of Liberty.,Bare serpentine hills.,3200 ft.,976,,,47.25389,-120.66417,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
118575,bffdbcdf-faca-41cf-bac7-0488f1aeee96,WTU,Vascular Plants,,17644JWT,,WTU-V-079378,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,14303,,14,5,1938,,U.S.A.,Washington,Kittitas,Near Liberty.,Sagebrush slopes.,,,,,47.25389,-120.66417,Y,WGS 84,5000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
3535001,302e2811-e234-4421-96d8-7309a4fc3854,OLYM,Vascular Plants,,OLYM-00097,OLYM    3248,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis var. dentata,,Douglasia,,nivalis,,var.,,dentata,,,,,,,,,,,,,,,N,,"DONIDE 1 plant w/leaves, flowers, roots Douglasia laevigata  Note: THIS IS A FIRST AND ONLY FOR THE PENINUSULA, VERY SIMILAR TO MATERIAL FROM WENATCHEE MTS. NMB; Det. BUG 3/12/2008",,,N,N,,FRED LEISSLER,s.n.,,,8,1938,Aug-38,U.S.A.,Washington,,"BLUE MT., PORT ANGELES",ROCK SCREE,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118204,d2248e4f-9737-4b27-a536-9e33c7e1a3a9,WS,,,,91558,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904032.,flowering and fruiting,,N,N,,C.L. Hitchcock,3286,,1,5,1938,5/1/38,United States,Washington,Kittitas,Bare serpentine hills east of Liberty.,,,,,,47.25389,-120.66417,Y,,,,,,,,,,,,,,,,,,,,
118531,7c2a8c05-8a52-4afd-ba8e-5e17b9ed3846,WTU,Vascular Plants,,292661,,WTU-V-079434,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Range - In the Wenatchee; Region - Washington.,Flowers & Fruits,Native,N,Y,,W. J. Eyerdam,1065,,4,7,1937,,U.S.A.,Washington,Chelan,"Mt. Ingalls, Mt. Stuart District.",On rocky ledges. Zone: Hudsonian.,2000 ft.,610,,,47.473451,-120.946478,Y,WGS84,1400,WTU Staff,Georeferenced,,,,,,,,,,,,,,,,
4129912,78c6a31d-adc4-4b44-839e-721c087e9342,WS,,,,75701,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Rare. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30916020.,flowering and fruiting,,N,N,,O.T. Edwards,218,,8,5,1936,5/8/36,United States,Washington,Chelan,"First Creek, tributary of Lake Chelan.","Rare on summit of rocky ridge, in open Pinus ponderosa forest. Associated taxa: Bunchgrass, Amelanchier and Pachystima.",,,,,47.87583,-120.19528,Y,,,,,,,,,,,,,,,,,,,,
118586,d170eaf0-57ee-44bb-9df1-fd054cfa1595,WTU,Vascular Plants,,4102JWT,,WTU-V-079377,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,11445,,11,5,1935,,U.S.A.,Washington,Kittitas,Near Liberty.,Open rocky ridge.,2500 ft.,762,,,47.25389,-120.66417,Y,WGS 84,5000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
118611,282cc30f-7deb-47ba-9dbb-55c9e6a3d7b4,WTU,Vascular Plants,,32405,,WTU-V-079386,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers & Fruits,Native,N,Y,,J. William Thompson,11445,,11,5,1935,,U.S.A.,Washington,Kittitas,Near Liberty.,Open rocky ridge.,2500 ft.,762,,,47.25389,-120.66417,Y,WGS 84,5000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
3233232,f03f6894-26b8-4bdb-be44-c6bd38b761e2,EWU,Vascular Plants,,3622,,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Androsace nivalis,,Androsace,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,11445,,11,5,1935,,U.S.A.,Washington,Kittitas,Near Liberty,Open rocky ridge.,2500 ft.,762,,,47.253849,-120.666037,Y,WGS 84,5000,Robert F. Steinauer,Google Earth,,,,,,,,,,,,,,,,
4073377,4fcd4a85-a55d-43d8-b47a-61d0d24f86df,WS,,,,73808,,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858173.,flowering and fruiting,,N,N,,J. William Thompson,11445,,11,5,1935,5/11/35,United States,Washington,Kittitas,Near Liberty.,Open rocky ridge.,,,,,47.25389,-120.66417,Y,,,,,,,,,,,,,,,,,,,,
13936,d483bcba-9d29-4837-817a-7577bd1dbd83,WTU,Vascular Plants,,33639,,WTU-V-079382,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,Stanley Anderson,77,,17,4,1934,,U.S.A.,Washington,Douglas,Pine Canyon.,,,,,,47.663256,-120.126182,Y,WGS 84,10000,WTU Staff,GeoLocate,,,,,,,,,,,,,,,,
118498,65130c39-566b-41cf-a353-b07f818d5e66,WTU,Vascular Plants,,4074JWT,,WTU-V-079438,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,J. William Thompson,10424,,12,5,1934,,U.S.A.,Washington,Kittitas,Along Boulder Creek.,Rock slides.,3500 ft.,1067,,,47.207938,-120.402164,Y,WGS 84,3000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
118495,d0d29a31-0fec-4c5b-a3d7-8af75dfaacf7,WTU,Vascular Plants,,27911,,WTU-V-079436,,,PreservedSpecimen,Primulaceae,Douglasia nivalis,Douglasia nivalis,,Douglasia,,nivalis,,,,,,,,,,,,,,,,,,,N,,,Flowers,Native,N,Y,,G. E. Morrill,316,,22,8,1933,,U.S.A.,Washington,Chelan,Ice Creek.,,7000 ft.,2134,,,48.110235,-120.758525,Y,WGS 84,3000,Jim Duemmel,Digital Map,,,,,,,,,,,,,,,,
