OccurrenceID,GUID,Herbarium,Accession,Family,Accepted Name,Specimen Notes,Phenology,Collector,Day Collected,Month Collected,Year Collected,State or Province,County,Locality,Site Description,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks
4035226,c754e68e-5f08-41b6-9e1a-19e3c88bafae,WS,,Orobanchaceae,Pedicularis rainierensis,Isotype. Isotype. Bulletin Torrey Botanical Club 55(6):317-318. 1928. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30818972.,Flowering & Fruiting,F.A. Warren,21,8,1927,Washington,Pierce,"Indian Henry's, Mount Rainier National Park.",Grassy meadows.,,46.793825,-121.840823,Y,WGS84,,aapeterson,GeoLocate,
4344472,{827593AD-CBA8-4520-AD19-28525C77D35C},OSC,,Orobanchaceae,Pedicularis rainierensis,Https://oregonflora.org/collections/individual/index.php?occid=1120682.,flowering,Edmund P. Sheldon,,,1905,Washington,Pierce,Mt. Rainier.,None.,,46.852778,-121.7625,Y,NAD 27,,[automated process-OregonFlora/OSU Herb],"OrlookId: 118848, StateProvince: Washington, County: Pierce, LocName: Mount Rainier",OregonFlora 1994-2020 methodology.
2158666,82f2bbde-c0e2-4435-ab0c-11aa0615da4b,PSM,5472,Orobanchaceae,Pedicularis rainierensis,"no county on label, part of locality added w/ different handwriting, 2021Feb25 ACK",,Howard S. Irwin Jr.,,,,Washington,Pierce,Lake Eunice; Mount Rainier National Park.,,,46.955382,-121.877986,Y,NAD83,416,Gary W. Shugart,GNIS,comments: http://georeferencing.org/georefcalculator/docs/GeorefGuide.html
3498999,9012744b-0ccb-4131-b0fb-528591f8121c,ID,189299,Orobanchaceae,Castilleja cryptantha,,Flowers,Sarah J. Jacobs,27,6,2015,Washington,Pierce,Mount Rainier National Park. Meadow on the west side of Clover Lake. Between Palisades Lake Trail and Clover Lake.,,"46.92854° N,  121.59517° W",46.92854,-121.59517,Y,WGS 84,,,Digital Map,
152019,6edb60e0-4cbe-41a5-832e-60337a8cb730,WTU,366513,Orobanchaceae,Castilleja cryptantha,"Bracts dull maroon tinged; calyx pale yellow. With Potentilla flabellifolia, Anemone occidentalis, Lupinus, Abies lasiocarpa, and Chamaecyparis nootkatensis.",Flowers,Diane Doss,18,7,2006,Washington,Pierce,Mount Rainier National Park. West shore of Owyhigh Lakes.,Mesic subalpine meadows. Locally common on lake shore.,"46° 52.038' N,  121° 35.167' W; UTM Zone 10, 607756.442E, 5191388.175N",46.8673,-121.586117,Y,WGS 84,7,,GPS,UTM calculated from Lat-Lon.
3060335,067d1356-f117-495b-a5a8-7ebc9af7472e,ID,,Orobanchaceae,Castilleja cryptantha,,,David C. Tank,8,6,2004,Washington,,Mt. Rainier. Grand Park,Meadow. ,,46.963164,-121.672041,Y,WGS 84,1044,Sarah Herzog,GeoLocate,
15585,e4633216-49be-48ee-a2f6-b529ac5bb68c,WTU,318033,Orobanchaceae,Castilleja cryptantha,Pale yellowish-brown. 18 plants scattered over about 1 acre.,Flowers & Fruits,R. Schuller,6,8,1989,Washington,Yakima,"Wenatchee National Forest. American Ridge Tr., SW of Swamp L.","Dry montane meadow, flat to slightly convex topography.",,46.90389,-121.32361,Y,WGS 84,10000,WTU Staff,GeoLocate,
15584,c1696d26-9ade-4a3e-8f86-270554f33334,WTU,324465,Orobanchaceae,Castilleja cryptantha,Pale yellowish-brown. Chromosome count for this immediate population from collection of 7/31/88: n=12. Chromosome count confirmed F.M. & T.I. Chuang in Aug. 1990.,Flowers & Fruits,Mark Egger,24,8,1985,Washington,Pierce,"Mt. Rainier National Park. On trail from Sunrise Visitor's Center, just before reaching Shadow L.","Flat, fairly lush subalpine meadow.",,46.75667,-122.05472,Y,WGS 84,10000,WTU Staff,GeoLocate,
3543200,aa94e48d-bb06-4b41-a3df-9d91c3389296,MORA,MORA-00155,Orobanchaceae,Castilleja cryptantha,"3 Specimens With Stems,Leaves And Flowers.; Det. Main, F.C. 1978 : Verbatim name provided: Castilleja __ __crypantha __Pennell and Jones.",,"Main, F. C. Kell, And Tanaka",22,8,1978,Washington,Pierce,Along Creek 200 Yds. Se Of Frozen Lake [Mount Rainier National Park],In Small Meadow,,46.918179,-121.662905,Y,WGS 84,200,Arnie Peterson,Digital Map,
4024888,4b1556d4-2111-402d-b6df-69d518d7da0b,WS,,Orobanchaceae,Castilleja cryptantha,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808403.,Flowering and Fruiting,M.J. Hamann,29,8,1969,Washington,Pierce,"Northeast part of Mount Rainier National Park, near Owyhigh Lakes.",Moist meadow.,,46.8667,-121.5833,Y,WGS84,,aapeterson,GeoLocate,
4167945,17f597a4-8b22-4a58-9035-8703f5d40c54,WS,,Orobanchaceae,Castilleja cryptantha,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=32421621.,Flowering,E.W. Wescott,19,8,1969,Washington,Pierce,Mt Rainier National Park (Sunrise area),Subalpine meadow.,,46.914831,-121.642317,Y,WGS84,,Fertig,GeoLocate,
1949766,a6a5c994-e266-4dc2-8fb4-e5b91e4de82a,PLU,4421,Orobanchaceae,Castilleja cryptantha,,Flowers,K. Childs,14,5,1960,Washington,Kittitas,"Along Hwy 21, 13 miles from its junction with Hwy 10. ",,,,,,,,,,
1949769,a4f0fe32-1a8d-4164-a37f-b50a97e6a5fa,PLU,4424,Orobanchaceae,Castilleja cryptantha,,Flowers,Linda Russell,14,5,1960,Washington,Kittitas,"Along Hwy. 21, 16 mi. from its junction with Hwy 10.",,,,,,,,,,
2787450,5bb44ec6-bcde-4569-a39c-3b7e0c071f09,WTU,144493,Orobanchaceae,Castilleja cryptantha,Common. Calyx bright yellow.,Flowers,Marion Ownbey,12,8,1951,Washington,Pierce,"Yakima Park, Mount Rainier National Park.",In low meadow.,,46.916293,-121.632935,Y,,3000,Joseph Stormer,,
3751166,9c04e813-9ba2-4fde-a6e5-3f1a9f6f61ed,WTU,332375,Orobanchaceae,Castilleja cryptantha,,,Maxine Hagen,14,8,1948,Washington,Pierce,"Mount Rainier National Park. Mystic Lake, near Carbon Glacier north of Mt. Rainier.",,T17N R8E S35,46.913305,-121.754864,Y,WGS 84,250,Dan Post,Digital Map,
4059733,229bc4ac-aa9a-4440-be1f-9c1825835799,WS,,Orobanchaceae,Castilleja cryptantha,Isotype. Proceedings of the Biological Society of Washington 50(56): 208-209. 1937. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30844205.,flowering,Francis W. Pennell,3,8,1937,Washington,Pierce,"Near Frozen Lake, Yakima Park, north of Mount Rainier.",Grassy meadow.,,46.919552,-121.668383,Y,WGS84,,aapeterson,GeoLocate,
3526860,414ca6e7-13a5-4a10-8c8b-95e3d868558a,MORA,MORA-00041,Orobanchaceae,Castilleja cryptantha,"2 Specimens: Stems, Leaves, Flowers, Roots. Annotated From C. Levisecta Greenman By Main/Tanaka 9/78.; Det. Landes 7/6/1934 : Verbatim name provided: Castilleja cryptantha Pennell & Jones.",,Landes,6,7,1934,Washington,Pierce,Grand Park [Mount Rainier National Park],,,46.960511,-121.676568,Y,WGS 84,1400,Arnie Peterson,Digital Map,
3662204,b10bfdef-d66b-4c17-a8ff-f2e5cf0cb449,WTU,16073JWT,Orobanchaceae,Castilleja cryptantha,,,J. William Thompson,27,7,1934,Washington,Pierce,"Yakima Park, Mt. Rainier.",Open alpine meadows.,,46.91559,-121.64654,Y,WGS 84,1500,Dan Post,Digital Map,
2787451,ea9918ea-1750-465b-9d0d-000348f7e09e,WTU,16111JWT,Orobanchaceae,Castilleja cryptantha,,Flowers,Howard S. McGee,27,8,1932,Washington,Pierce,North side of Mount Rainier.,Grassy meadows.,,46.916667,-121.745556,Y,NAD 27,10000,WTU Staff,Georeferenced,
3526525,43eee362-a34f-4da7-b436-f5f3a4a99968,MORA,MORA-00042,Orobanchaceae,Castilleja cryptantha,"2 Specimens, Stems, Leaves, Flowers, Roots. Annotated From C. Levisecta Greenman By Main/Tanaka  9/78.; Det. Warren 7/17/1928 : Verbatim name provided: Castilleja cryptantha Pennell & Jones.",,Warren,17,7,1928,Washington,Pierce,Near Mystic Lake [Mount Rainier National Park],Wet Meadows,,46.912707,-121.753572,Y,WGS 84,800,Arnie Peterson,Digital Map,
4024892,47cb613d-db6a-41ea-b874-6d2195385cec,WS,,Orobanchaceae,Castilleja cryptantha,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808407.,Flowering and Fruiting,J.M. Grant,,8,1925,Washington,Pierce,"Cascade Mountains"" [Mount Rainier National Park].""",,,46.860917,-121.705626,Y,WGS84,,Fertig,GeoLocate,
4024890,1c63a71c-ee2c-4ad2-94c3-6bceeaaf7e4a,WS,,Orobanchaceae,Castilleja cryptantha,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808405.,Flowering and Fruiting,J.B. Flett,19,8,1919,Washington,Pierce,"Inter Glacier Basin, Mount Rainier National Park.",Wet grassy meadow.,,46.88778,-121.70056,Y,WGS84,,,,
4024891,f2fbf83b-afe8-4057-aa2b-214e132acd1f,WS,,Orobanchaceae,Castilleja cryptantha,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30808406.,Flowering and Fruiting,J.B. Flett,23,8,1902,Washington,Pierce,"Near Carbon Glacier. Mt Tacoma. [Mount Rainier, Mount Rainier National Park].",Stony slopes.,,46.94194,-121.77389,Y,WGS84,,,,
3778136,05b8dc42-8ee8-466c-b011-dc027b0275ae,WTU,,Montiaceae,Claytonia megarhiza,Common on north-facing slope among rocks.,Flowers,Payton Danosky,10,7,2024,Washington,Kittitas,"Okanogan-Wenatchee National Forest. Wenatchee Mountains, Small Fortune Peak summit area.","Phlox diffusa, Chaenactis thompsonii, and Packera streptanthifolia common. Serpentine and other ultramafic rocks primary geological influences.","47.46345° N,  120.96522° W",47.46345,-120.96522,Y,WGS 84,100,,GPS,
3553351,a0ab50d6-07f7-464e-bdb8-ac9122fbbdc5,WTU,429104,Montiaceae,Claytonia megarhiza,Locally common on north-facing slope in talus and rock crevices.,Flowers,Sophia Ronan,27,7,2022,Washington,Kittitas,"Okanogan-Wenatchee National Forest. Hawkins Mountain. West summit from saddle on east side of summit to summit area, and then north on ridgeline to saddle below sub-peak. ","Exposed, rocky, windswept ridgeline and summit area with Juniperus communis, Eremogone capillaris, and Penstemon procerus common. ","47.45018° N,  121.00113° W",47.45018,-121.00113,Y,WGS 84,600,,Digital map,
3498774,4292ccdb-d894-45e6-81c2-276d119415f0,WTU,425713,Montiaceae,Claytonia megarhiza,"Flowers pink, common on north facing ridge east of summit. ",Flowers,Ava Kloss-Schmidt,6,7,2021,Washington,Kittitas,"Okanagon-Wenatche National Forest, Earl Peak.","Exposed ridge line and summit area with mixed geology: potentilla tweedy, erigeron compositus, polystichum sp., white bark pine.","47.40994° N,  120.64286° W",47.409564,-120.843697,Y,WGS 84,100,Jim Duemmel,GeoLocate,
3169438,,NOCA,,Montiaceae,Claytonia megarhiza,"ONE COMP PL IN FL.  STEEP ROCK AND SCREE, SSW ASPECT.  ASSOC SP: PHACELIA HASTATA, EPILOBIUM ALPINUM, SOLIDAGO SPECIES. ENVELOPE CONTENTS: 3 INFLORESCENCES.",,Elroy Burnett,18,8,1990,Washington,Chelan,"TRINITY-CHIWAWA RIVER RD., 3.2M NE.",STEEP ROCK AND SCREE.,T30N R17E S18 SW4,,,,,,,,
6070,50f3f79f-9139-4b3f-85e4-5f48e4d52acc,WTU,312842,Montiaceae,Claytonia megarhiza,2n = 16. Voucher of a chromosome count. Plant collected in the field and grown in a growth chamber.,Flowers,Nicole Galland,27,7,1984,Washington,Chelan,"Wenatchee National Forest, Entiat Mountains, 0.75 miles south of Carne Mtn., pass south of point 6991, crossed by trail 1528.",North facing rock crevice.,,48.07904,-120.79686,Y,WGS 84,1894,David Giblin,Digital Map,
64550,c79e3f98-1b3b-4bf6-a5b8-51bba091b27c,WTU,280660,Montiaceae,Claytonia megarhiza,"Flowers deep pink, leaves succulent.",Flowers & Fruits,Bonnie Tucker,19,7,1980,Washington,Chelan,"Wenatchee National Forest, 2 1/2 miles from trailhead along Ingalls Lake trail.","Common but widely scattered in cracks of boulders on top of pass; with Pinus albicaulis, Abies lasiocarpa, and Larix lyallii.",T23N R15E S26,47.448662,-120.916937,Y,WGS 84,5000,David Giblin,Digital Map,
64576,0f10dd05-4f35-4016-9279-d197ce454f43,WTU,280743,Montiaceae,Claytonia megarhiza,Flowers bluish-purple.,Flowers & Fruits,Melinda F. Denton,10,7,1980,Washington,Chelan,"North of Ingalls Ridge, ca. 1/2 mile south of Ingalls Lake, Wenatchee National Forest.",On sandstone slopes.,,47.46346,-120.9381,Y,WGS 84,5000,Jim Duemmel,Digital Map,
962047,f9a424c0-f82b-4f50-9a91-589a4c6be578,ID,65137,Montiaceae,Claytonia megarhiza,"Common. Sepals deep pink, infloor. longer than basal leaves, anthers deep rose, basal leaves in a loose, lax arrangement.",Flowers,James Lyon,14,7,1974,Washington,Chelan,"Wenatchee Mts., Wenatchee Ridge about 1 mile south east of the top of Ingalls Peak.","On lee side of ridge in sheltered rock crevices. Endemic to serpentine soils. Assoc. with Selaginella, Douglasia, Thlaspi, and Lewisia.",,,,,,,,,
962050,f781b34e-973f-4eaf-8507-0f25eabfae80,ID,65140,Montiaceae,Claytonia megarhiza,"Sepals deep pink, inflor. = of longer than basal leaves, anthers deep rose, basal leaves dilated at base only, petioles with 1 vein, basal leaves in a loose, lax rosette.",Flowers,James Lyon,27,7,1974,Washington,Kittitas,"Wenatchee Mts., Iron Peak Pass between Iron Peak and Peak 6779, 1/4 mile south of pass on rocky slopes of small cirque.","NE exposure. Serpentine soils. Assoc. with Douglasia, Thalspi, and Lewisia.",,,,,,,,,
2048476,a392a9d9-c378-479a-8382-1131a8860bfe,SRP,23680,Montiaceae,Claytonia megarhiza,,,A. E. Grable,12,7,1973,Washington,Okanogan,"Hart's Pass, Okanogan National Forest.",,T37N R17E S12,,,,,,,,
2501457,98678c6b-dd67-48a0-b8f0-c67c49eb3ac0,IDS,2014.001,Montiaceae,Claytonia megarhiza,,Flowers,Ray J. Davis,16,6,1963,Washington,Chelan,"Near Ingall's Peak, Wenatchee Mts.",In rock crevasses near snow.,,,,,,,,,
2501459,8cb27883-a8df-42a2-871e-af58d58e3ac1,IDS,2014.001,Montiaceae,Claytonia megarhiza,,,Ray J. Davis,10,8,1963,Washington,Chelan,Wenatchee Mts.,In rock crevasses near snow banks.,,,,,,,,,
64545,639fad6e-19aa-40f3-b80f-42fd921a302d,WTU,218686,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,A. R. Kruckeberg,29,7,1960,Washington,Chelan,"On Jack Creek Drainage, northwest face of Stuart Pass, on peridotite.",,,47.489928,-120.945928,Y,WGS 84,3000,Jim Duemmel,Digital Map,
6068,1a53414c-c096-4751-b024-8eec812195f8,WTU,183579,Montiaceae,Claytonia megarhiza,,Flowers,A. R. Kruckeberg,6,8,1950,Washington,Kittitas,"3 mile mark of Iron Peak Trail, North Fork Teanaway River watershed, Wenatchee Mountains.",Among rocks of peridotite in small cirque-like depression.,,47.420298,-120.911679,Y,WGS 84,2000,Jim Duemmel,Digital Map,
64543,7891db33-50cd-4aaa-8748-59f5cfe238bc,WTU,183663,Montiaceae,Claytonia megarhiza,,Flowers,A. R. Kruckeberg,9,8,1950,Washington,Chelan,"Stuart Pass, Wenatchee Mountains.",On northern exposures.,,47.47639,-120.92583,Y,WGS84,5000,WTU Staff,GeoLocate,
6071,41f144dd-208f-44d9-b076-1c00b47e802b,WTU,75354,Montiaceae,Claytonia megarhiza,At 5600 ft. on ridge just south of peak. In crevices of serpentine rocks. Corolla magenta.,Flowers,C. L. Hitchcock,6,7,1942,Washington,Kittitas,"Highest peak northeast of Fish Lake, 30 miles northwest of Cle Elum.",,,47.56256,-121.17189,Y,WGS 84,3000,WTU Staff,GeoLocate,
64569,27dba6c5-d39b-4dee-8a8b-2c61223b3e7c,WTU,292571,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,W. J. Eyerdam,4,7,1937,Washington,Chelan,"Mount Ingalls, Mount Stuart District.",In crevices of rocks; Hudsonian zone.,,47.47263,-120.94637,Y,WGS84,2000,WTU Staff,Georeferenced,
64548,0dbd0699-2d6b-4c88-8f62-8c1272b6f176,WTU,1347JWT,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,J. William Thompson,19,8,1935,Washington,Chelan,Three Brothers Peak.,Alpine slopes.,,47.434033,-120.757258,Y,WGS 84,2000,Jim Duemmel,Digital Map,
6069,08c94ca4-742b-4c3d-8020-343c937a7af7,WTU,15828JWT,Montiaceae,Claytonia megarhiza,,Flowers,J. William Thompson,17,6,1934,Washington,Kittitas,Near Paddy-Go-Easy Pass.,Alpine ridges.,,47.545,-121.05889,N,WGS 84,10000,WTU Staff,GeoLocate,Invalid coordinates (located outside county bounds).
64542,a52e5f79-76e6-4f08-b926-6340af28a714,WTU,18560JWT,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,J. William Thompson,20,7,1933,Washington,Kittitas,Head of Beverly Creek; Wenatchee Mountains.,High alpine ridges.,,47.423333,-120.898056,Y,NAD 27,2000,WTU Staff,Georeferenced,
6067,16193c45-9359-4c49-ae48-f997e3c23e35,WTU,15815JWT,Montiaceae,Claytonia megarhiza,,Flowers,J. William Thompson,31,7,1932,Washington,Chelan,High open ridge at head of Fourth Creek.,,,47.44861,-120.86056,Y,WGS84,10000,WTU Staff,GeoLocate,
64546,f40b43a1-fd54-47ab-a063-f3296bfcea84,WTU,23630JWT,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,J. William Thompson,13,6,1931,Washington,Kittitas,"At head of Beverly Creek, Wenatchee Mountains.",Base of large boulders on steep slopes.,,47.417425,-120.887145,Y,WGS 84,5000,Jim Duemmel,Digital Map,
64603,a4b77c67-af60-4bbc-a74d-108db83c412d,WTU,4110JWT,Montiaceae,Claytonia megarhiza,,Flowers & Fruits,J. William Thompson,27,7,1931,Washington,Chelan,"Below Ingalls Lake, Mount Stuart region, Wenatchee Mountains.",Serpentine ridges.,,47.467609,-120.938652,Y,WGS 84,559,David Giblin,Digital Map,
4124101,5636ec43-9436-48e7-8075-ebf55b34bb21,WS,,Montiaceae,Claytonia megarhiza,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30910067.,flowering,H. St. John,18,7,1925,Washington,Chelan,Van Epps Pass.,Peridotite talus slope.,,47.48861,-120.97139,Y,,,,,
64573,2e6d3d26-b7d7-456b-a258-b48b73591e92,WTU,322492,Montiaceae,Claytonia megarhiza,Alpine claytonia.,Flowers & Fruits,M. L. merritt,10,8,1916,Washington,Chelan,Wenatchee National Forest; Ingalls Creek near Mount Stuart.,,,47.454542,-120.899227,Y,WGS 84,3000,Jim Duemmel,Digital Map,
4124103,fdeef9ba-7f57-488d-b039-6e100a32b378,WS,,Montiaceae,Claytonia megarhiza,"Originally in Kittitas County, later split to Chelan County. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30910069.",flowering,A.D. Dunn,4,8,1900,Washington,Chelan,Fish Lake.,,,47.831708,-120.700463,Y,,,,,
4124100,1ce07d37-c6b3-4b78-82d7-771e13f65450,WS,,Montiaceae,Claytonia megarhiza,Poisoned: Mercuric Chloride. Collection date not specified. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30910066.,flowering,A.D.E. Elmer,,7,1898,Washington,Kittitas,"Mt. Stuart, Cascades.",,,,,,,,,,
3777811,ed0a1996-dfbb-4b2a-b888-1c4ef7409d9a,WTU,,Primulaceae,Douglasia nivalis,Scattered on north and east-facing slopes.,Flowers,Iris Dimpsey,1,7,2024,Washington,Kittitas,Okanogan-Wenatchee National Forest. Fortune Peak. Summit area from west to ridge leading to Ingalls Peak and north-facing rocky slope.,"Claytonia megarhiza, Polystichum lemmonii, Packera streptanthifolia, and Phlox diffusa common.","47.46264° N,  120.9531° W",47.46264,-120.9531,Y,WGS 84,100,,GPS,
3570124,98eb6baa-7847-4fd9-af88-dc875f71c85f,WTU,456328,Primulaceae,Douglasia nivalis,Scattered on north-facing slope; mat-forming.,Fruits,Nick Gjording,15,8,2023,Washington,Chelan,Okanogan-Wenatchee National Forest.  Rampart Mountain summit area.,"Exposed ridgeline with abundant talus; sandy benches and small areas of alpine tundra.  Phlox diffusa, Cherleria obtusiloba, and Eriogonum ovalifolium common.","48.03461° N,  120.73° W",48.03461,-120.73,Y,WGS 84,75,,GPS,
3551115,766dba2c-3764-439d-9c0e-e58d2f53abc7,WTU,428485,Primulaceae,Douglasia nivalis,Locally common on eastern ridge below summit block; corollas purple-pink.,Flowers,Brielle Cañares,29,6,2022,Washington,Kittitas,Okanogan-Wenatchee National Forest. Alpine Lakes Wilderness. Bean Peak from saddle east of peak to summit area and along ridge just north of peak; southwest ridge inaccessible and mostly bare rock.,"Mix of serpentine and ultramafic rock with Polystichum lemmonii, Elymus elymoides, Polemonium pulcherrimum and Pinus albicaulis common; soil generally poorly developed. ","47.42053° N,  120.86153° W",47.42053,-120.86153,Y,WGS 84,300,,Digital map,
3552267,5db06390-add6-4c7a-b7f5-160bfa0f3dcc,WTU,428541,Primulaceae,Douglasia nivalis,"Scattered on north-facing slope; corollas pink, purple.",Flowers,Brielle Cañares,20,7,2022,Washington,Kittitas,Okanogan-Wenatchee National Forest; Bean Creek Basin; Judi's Peak.,"Summit area and 50m radius in all directions down to tree line on N-facing slope; 50m along E-W ridgeline; common species Sabulina nuttalli, Heuchera cylindrica, Elymus elymoides, and Aspidotis densa; rock substrate apparently ultramafic.","47.41136° N,  120.8701° W",47.41136,-120.8701,Y,WGS 84,165,David Giblin,Digital Map,
4159805,9a82df94-d500-4605-8086-f6c0b75271c2,WS,,Primulaceae,Douglasia nivalis,Flowers bright pink. Plants sparse and scattered. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=31261951.,Flowering,Walter Fertig,19,6,2022,Washington,Kittitas,"East Cascades ecoregion: Wenatchee Mountains, west slope of Iron Mountain south of Iron Mountain Trail and north of Eldorado Creek, east of DeRoux Campground. T22N R15E S2 SW4 NW4 SE4 SW4.","Steep west and southwest-facing slope of serpentine talus and bedrock with scattered Pinus ponderosa, Pseudotsuga menziesii, and Pinus albicaulis. Veg cover 10-20% or less.",,47.42089,-120.928099,Y,WGS84,,Fertig,,
4163318,cd575c3b-57f2-489b-bd85-659f4ced3359,WS,,Primulaceae,Douglasia nivalis,Matted; herbage pubescent with stellate hairs. Uncommon. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=31644721.,Flowering & Fruiting,Walter Fertig,26,6,2019,Washington,Chelan,"East Cascades: Wenatchee Mountains, cliffs along FS Road 7201 on ridge 2 miles NW of Tip Top, 0.75 miles E of US Hwy 97, 13.5 miles west of Wenatchee. T23N R18E S30 SE4 SW4 NW4.","South-facing talus and gravel slopes below serpentine bedrock. Veg cover 5-10%. Dominated by Eriogonum compositum var. lancifolium, Eriogonum umbellatum var. hypoleium, Lomatium thompsonii, scattered Prunus, Purshia tridentata, and Phacelia hastata. Cryptantha thompsonii, Aspidotis densa, Douglasia nivalis, Mentzelia laevicaulis.",,47.461033,-120.64505,Y,,,,,
185523,aadd4479-8823-4a27-8def-6e6d0ff82406,WTU,418400,Primulaceae,Douglasia nivalis,,Fruits,Alex Harkness,26,6,2012,Washington,Chelan,"Wenatchee National Forest: Forest Service Road 5501 just above its crossing of Preston Creek, circa 2.5 road miles from junction with Entiat River Road.","Dry, sandy, decomposing granite on west-facing slope, with scattered Pinus ponderosa and thickets of Ceanothus velutinus.","47.895151° N,  120.404776° W",47.895151,-120.404776,Y,WGS 84,14,,Digital map,
185780,9e16a3f5-2df5-4120-9ca0-1d42ac64c547,WTU,389395,Primulaceae,Douglasia nivalis,,Flowers,P. Camp,10,6,2012,Washington,Chelan,"Chumstick Mountain. Gravelly, rocky, abandoned road south and west side of the mountain ridge.","Open, grass covered area with an occasional snowberry, bitterbrush, bitter cherry and Ponderosa pine. Lots of Penstemon fruticosus.",T25N R19E S5,47.643317,-120.451828,Y,WGS 84,300,Jim Duemmel,Digital Map,TRS and locality description do not agree. JD
3236730,cc6ca246-8d02-4d74-b754-17ec651b35af,WTU,418848,Primulaceae,Douglasia nivalis,,Flowers,P. Camp,12,6,2010,Washington,Chelan,Chumstick Mountain.,"Subalpine meadow, assoc. with Sedum, lupine, lodgepole pine; shallow soil, rocky.",T25N R19E sec. 22,47.649006,-120.446834,Y,WGS 84,1138,John Haskins,Calc. from TRS,
172944,4be2afa5-8a59-4240-aa10-1b50d902c036,WTU,377751,Primulaceae,Douglasia nivalis,Deep purple flowers.,Flowers,Richard G. Olmstead,3,5,2009,Washington,Kittitas,Gravel flats along Yakima River. Cle Elum.,Growing in openings with scattered Ponderosa pine and cottonwood.,"47.1692° N,  120.8654° W; T19N R16E S5",47.1692,-120.8654,Y,WGS 84,1000,,Digital map,
157325,84dd7edc-7215-44c8-94a4-418013c4253c,WTU,367509,Primulaceae,Douglasia nivalis,Scattered.,Flowers & Fruits,Megan A. Jensen,29,6,2007,Washington,Kittitas,"South Cle Elum Ridge, Peoh Point.","Dry, exposed promontory on north side of South Cle Elum Ridge. Pseudotsuga menziesii and Pinus ponderosa common.","47° 9.1' N,  120° 56.9' W",47.151667,-120.948333,Y,WGS 84,100,,,
158234,419f8bd2-1733-429b-8aa3-7035fb96cfce,WTU,371860,Primulaceae,Douglasia nivalis,Dark pink flowers. Perennial herb.,Flowers,Valerie Soza,7,7,2006,Washington,Kittitas,Beverly Creek Trail to Iron Peak. Pass behind Iron Peak.,Alpine area. Rocky dry soil. Ridgetop. Pinus albicaulis & Abies lasiocarpa forest.,"47° 25.296' N,  120° 54.363' W",47.4216,-120.90605,Y,,1000,,,
154712,0179b8dd-bb8d-4db6-bd8f-2a3dafdf2d9c,WTU,370717,Primulaceae,Douglasia nivalis,"Red-purple flowers, mats.",Flowers,Steve Hahn,21,5,2005,Washington,Chelan,"Ridge top above Swakane Canyon, one mile southeast of Chumstick Mountain, pass on ridge near Swakane Spring.","Open, cold, windy meadows on south-slope, recently burned forest on north-slope.","47° 38.245' N,  120° 26.43' W",47.637417,-120.4405,Y,,200,,GPS,
178196,0159593d-3131-418e-9e46-c270445e95ba,WTU,381393,Primulaceae,Douglasia nivalis,,Flowers,P. Camp,10,4,2005,Washington,Chelan,Sage Hills.,"Top of hill, shallow rocky soils with little vegetation. Associate with Lesquerella douglasii, Poa sandbergii. Lower slopes a sagebrush, bluebunch wheatgrass community.",T23N R20E S29,47.458559,-120.356909,Y,WGS 84,1138,Jim Duemmel,Calc. from TRS,
29944,0ea4b8c9-9a0e-4cd5-b4f6-3f0e75a52843,WTU,359681,Primulaceae,Douglasia nivalis,On slope; plants in fruit only; uncommon.,Fruits,David Giblin,14,5,2004,Washington,Chelan,"Swakane Wildlife Area, Swakane Canyon Road, about 8 kilometers, from junction with State Highway Alt. 97. Steep slope, north side of road.","Dominated by Pinus ponderosa, Rosa, Eriogonum, Poa bulbosa, and other grasses.",47° 34' 4.6 N,"  120° 19' 53.9"" W""",47.567944,-120.331639,Y,,200,,
1194,a64a710b-2d2a-45ee-a344-d6e55cf7ac93,WTU,397761,Primulaceae,Douglasia nivalis,Flowers bright red/maroon.,Flowers,Richard G. Olmstead,4,7,2001,Washington,Kittitas,"Along Esmerelda Basin trail from north fork Teanaway Road to Lake Ann, approximately 1 mile west of Ingalls Peak, Wenatchee National Forest. Serpentine soil on ridge south of Lake Ann.",Serpentine scree.,,47.464543,-120.960432,Y,WGS 84,200,Jim Duemmel,Digital Map,
